Temperature (K),Brightness (watts/m2),Parallax (arcsec),distance ,luminosity,Lum in solar units (J/s)
3641.524872,1.30E-13,0.0102656,2.77E+13,9.68E+27,2.53E+01
3641.485606,1.03E-13,0.00998219,3.50E+13,1.54E+28,4.03E+01
3641.025321,1.43E-13,0.0103439,2.52E+13,8.01E+27,2.09E+01
3641.019498,1.29E-13,0.0089393,2.79E+13,9.84E+27,2.57E+01
3640.782348,7.75E-14,0.0113508,4.65E+13,2.71E+28,7.09E+01
3640.564864,1.52E-13,0.0112554,2.37E+13,7.07E+27,1.85E+01
3640.555361,1.21E-13,0.00914624,2.98E+13,1.11E+28,2.90E+01
3640.548575,1.28E-13,0.00998118,2.81E+13,9.95E+27,2.60E+01
3640.121127,1.43E-13,0.00949075,2.52E+13,7.96E+27,2.08E+01
3639.610709,1.16E-13,0.0110874,3.10E+13,1.21E+28,3.17E+01
3639.210973,1.21E-13,0.00982129,2.98E+13,1.11E+28,2.91E+01
3637.645045,1.32E-13,0.00888196,2.73E+13,9.37E+27,2.45E+01
3637.284827,1.14E-13,0.00910948,3.16E+13,1.26E+28,3.29E+01
3636.962264,1.13E-13,0.0096583,3.19E+13,1.27E+28,3.32E+01
3636.945631,1.69E-13,0.0105495,2.13E+13,5.70E+27,1.49E+01
3636.657657,1.47E-13,0.0103066,2.45E+13,7.56E+27,1.98E+01
3636.055203,1.44E-13,0.0130162,2.50E+13,7.89E+27,2.06E+01
3636.045899,1.48E-13,0.0108029,2.43E+13,7.47E+27,1.95E+01
3635.7318,1.36E-13,0.00955208,2.65E+13,8.80E+27,2.30E+01
3635.669097,1.65E-13,0.0100414,2.18E+13,5.95E+27,1.55E+01
3635.499242,1.14E-13,0.00850786,3.16E+13,1.26E+28,3.30E+01
3635.497099,1.45E-13,0.00901942,2.48E+13,7.76E+27,2.03E+01
3635.453989,1.05E-13,0.00986452,3.43E+13,1.47E+28,3.85E+01
3634.946449,1.42E-13,0.0102104,2.54E+13,8.10E+27,2.12E+01
3634.266873,1.17E-13,0.00992338,3.08E+13,1.20E+28,3.12E+01
3634.266026,1.08E-13,0.009433,3.33E+13,1.40E+28,3.66E+01
3634.080837,1.39E-13,0.0115094,2.59E+13,8.41E+27,2.20E+01
3634.025381,1.15E-13,0.00941935,3.13E+13,1.23E+28,3.21E+01
3633.860015,1.02E-13,0.00997997,3.53E+13,1.56E+28,4.07E+01
3633.523976,1.04E-13,0.00790512,3.46E+13,1.52E+28,3.97E+01
3633.125304,1.04E-13,0.0100454,3.46E+13,1.50E+28,3.92E+01
3632.829199,1.11E-13,0.00730438,3.24E+13,1.33E+28,3.48E+01
3632.32256,1.09E-13,0.0109022,3.30E+13,1.37E+28,3.57E+01
3632.320988,1.16E-13,0.00970532,3.10E+13,1.21E+28,3.17E+01
3632.317646,1.25E-13,0.00870125,2.88E+13,1.05E+28,2.74E+01
3630.306781,5.95E-14,0.011048,6.05E+13,4.60E+28,1.20E+02
3615.640448,8.62E-14,0.011308,4.18E+13,2.19E+28,5.73E+01
3611.363996,1.01E-13,0.010386,3.56E+13,1.58E+28,4.14E+01
3611.354774,9.35E-14,0.00909164,3.85E+13,1.86E+28,4.87E+01
3610.258329,1.02E-13,0.0117761,3.53E+13,1.56E+28,4.07E+01
3607.153079,5.63E-14,0.00963578,6.39E+13,5.14E+28,1.34E+02
3606.261362,9.66E-14,0.0101454,3.73E+13,1.75E+28,4.56E+01
3605.303992,1.75E-14,0.00889941,2.06E+14,5.31E+29,1.39E+03
3604.018228,9.62E-14,0.0100404,3.74E+13,1.76E+28,4.60E+01
3603.813481,9.71E-14,0.0089779,3.71E+13,1.73E+28,4.51E+01
3603.620823,9.15E-14,0.0100954,3.93E+13,1.94E+28,5.08E+01
3603.273397,1.03E-13,0.0107099,3.50E+13,1.54E+28,4.02E+01
3602.307725,1.01E-13,0.00938521,3.56E+13,1.58E+28,4.14E+01
3601.377786,1.13E-13,0.0126483,3.19E+13,1.28E+28,3.35E+01
3601.102404,9.56E-14,0.0112745,3.77E+13,1.78E+28,4.66E+01
3599.273628,6.16E-14,0.00840528,5.84E+13,4.29E+28,1.12E+02
3598.758321,1.29E-13,0.0101263,2.79E+13,9.74E+27,2.55E+01
3598.741119,9.75E-14,0.00767703,3.69E+13,1.71E+28,4.48E+01
3598.235068,1.18E-13,0.0110514,3.05E+13,1.17E+28,3.05E+01
3597.834675,1.24E-13,0.00880709,2.90E+13,1.07E+28,2.79E+01
3597.468599,9.08E-14,0.00783403,3.96E+13,1.98E+28,5.17E+01
3597.454274,1.07E-13,0.00937316,3.36E+13,1.42E+28,3.71E+01
3597.340107,1.20E-13,0.00945889,3.00E+13,1.12E+28,2.94E+01
3596.965661,1.47E-13,0.01388,2.45E+13,7.52E+27,1.96E+01
3596.196875,1.04E-13,0.00987628,3.46E+13,1.52E+28,3.97E+01
3593.662359,1.26E-13,0.0111322,2.86E+13,1.03E+28,2.70E+01
3591.749046,1.07E-13,0.0106439,3.36E+13,1.42E+28,3.70E+01
3591.537766,1.17E-13,0.0106434,3.08E+13,1.18E+28,3.09E+01
3591.23419,1.10E-13,0.0104635,3.27E+13,1.34E+28,3.51E+01
3591.231271,9.67E-14,0.00800333,3.72E+13,1.74E+28,4.56E+01
3591.065729,1.42E-13,0.0122005,2.54E+13,8.10E+27,2.12E+01
3591.059329,1.04E-13,0.0111153,3.46E+13,1.50E+28,3.92E+01
3590.894675,1.29E-13,0.0100791,2.79E+13,9.73E+27,2.54E+01
3590.802071,1.03E-13,0.0100011,3.50E+13,1.53E+28,4.01E+01
3590.710875,1.10E-13,0.0108715,3.27E+13,1.35E+28,3.52E+01
3590.638705,1.41E-13,0.0105755,2.55E+13,8.24E+27,2.15E+01
3590.626817,1.01E-13,0.010018,3.56E+13,1.61E+28,4.21E+01
3590.504177,1.13E-13,0.0102044,3.19E+13,1.28E+28,3.35E+01
3590.275892,9.62E-14,0.00917796,3.74E+13,1.76E+28,4.60E+01
3590.186985,1.32E-13,0.0131119,2.73E+13,9.31E+27,2.43E+01
3590.10413,1.16E-13,0.00988053,3.10E+13,1.21E+28,3.17E+01
3590.023095,1.26E-13,0.0121654,2.86E+13,1.02E+28,2.67E+01
3590.019948,1.07E-13,0.0101505,3.36E+13,1.43E+28,3.75E+01
3589.973889,1.15E-13,0.0102699,3.13E+13,1.23E+28,3.21E+01
3589.965629,1.24E-13,0.0092456,2.90E+13,1.06E+28,2.77E+01
3589.877533,1.16E-13,0.0116344,3.10E+13,1.22E+28,3.18E+01
3589.868182,1.07E-13,0.00827651,3.36E+13,1.44E+28,3.75E+01
3589.850536,1.25E-13,0.00981567,2.88E+13,1.05E+28,2.74E+01
3580.325113,7.31E-14,0.00952782,4.92E+13,3.04E+28,7.96E+01
3579.867772,5.50E-14,0.00890725,6.55E+13,5.39E+28,1.41E+02
3570.556989,6.66E-14,0.0107162,5.41E+13,3.67E+28,9.60E+01
3569.410305,9.15E-14,0.0109659,3.93E+13,1.94E+28,5.08E+01
3568.084113,6.79E-14,0.00821545,5.30E+13,3.53E+28,9.22E+01
3567.575159,6.41E-14,0.0102105,5.62E+13,3.97E+28,1.04E+02
3566.680357,8.59E-14,0.0113795,4.19E+13,2.21E+28,5.77E+01
3566.466511,7.80E-14,0.00929439,4.62E+13,2.67E+28,6.99E+01
3564.152106,9.47E-14,0.00923346,3.80E+13,1.82E+28,4.75E+01
3563.774704,9.16E-14,0.010949,3.93E+13,1.94E+28,5.07E+01
3561.707888,6.43E-14,0.00945864,5.60E+13,3.95E+28,1.03E+02
3561.372213,5.81E-14,0.00786669,6.20E+13,4.82E+28,1.26E+02
3560.232493,6.79E-14,0.00789708,5.30E+13,3.53E+28,9.23E+01
3560.230828,8.05E-14,0.00926514,4.47E+13,2.51E+28,6.57E+01
3559.50986,9.93E-14,0.0121178,3.63E+13,1.65E+28,4.32E+01
3559.505022,9.11E-14,0.0105661,3.95E+13,1.96E+28,5.13E+01
3558.202506,8.93E-14,0.00791515,4.03E+13,2.04E+28,5.34E+01
3556.937495,9.92E-14,0.0109342,3.63E+13,1.65E+28,4.32E+01
3556.927544,8.78E-14,0.0103359,4.10E+13,2.11E+28,5.52E+01
3556.479959,9.76E-14,0.00882776,3.69E+13,1.71E+28,4.47E+01
3556.479959,9.76E-14,0.00882776,3.69E+13,1.71E+28,4.47E+01
3556.475588,9.76E-14,0.00803929,3.69E+13,1.71E+28,4.47E+01
3556.473208,1.11E-13,0.00979574,3.24E+13,1.33E+28,3.47E+01
3556.028432,1.22E-13,0.0137151,2.95E+13,1.10E+28,2.88E+01
3555.811745,8.94E-14,0.0110558,4.03E+13,2.04E+28,5.33E+01
3555.797396,9.05E-14,0.00767682,3.98E+13,1.99E+28,5.19E+01
3555.636934,9.05E-14,0.0102458,3.98E+13,1.99E+28,5.20E+01
3555.632051,8.85E-14,0.00931446,4.07E+13,2.08E+28,5.44E+01
3555.26758,8.35E-14,0.00827158,4.31E+13,2.34E+28,6.11E+01
3555.231712,1.04E-13,0.0115695,3.46E+13,1.51E+28,3.93E+01
3555.197453,9.44E-14,0.00862877,3.81E+13,1.83E+28,4.78E+01
3554.822699,8.55E-14,0.0089654,4.21E+13,2.23E+28,5.83E+01
3554.716223,8.68E-14,0.0122391,4.15E+13,2.16E+28,5.65E+01
3554.4721,9.07E-14,0.0119026,3.97E+13,1.98E+28,5.18E+01
3554.195717,9.03E-14,0.00893858,3.99E+13,2.00E+28,5.21E+01
3554.191342,1.03E-13,0.0095735,3.50E+13,1.54E+28,4.03E+01
3553.727351,7.66E-14,0.00844075,4.70E+13,2.78E+28,7.26E+01
3553.698687,8.93E-14,0.0100878,4.03E+13,2.04E+28,5.34E+01
3551.652155,1.05E-13,0.0123751,3.43E+13,1.47E+28,3.85E+01
3550.949609,9.05E-14,0.00877934,3.98E+13,1.99E+28,5.20E+01
3550.284784,9.23E-14,0.0108709,3.90E+13,1.91E+28,4.99E+01
3550.120238,1.13E-13,0.0125756,3.19E+13,1.28E+28,3.34E+01
3549.77248,9.59E-14,0.0100322,3.75E+13,1.77E+28,4.63E+01
3549.767487,1.01E-13,0.0115976,3.56E+13,1.60E+28,4.17E+01
3549.759307,8.81E-14,0.008131,4.09E+13,2.10E+28,5.49E+01
3549.609808,8.20E-14,0.00966136,4.39E+13,2.42E+28,6.33E+01
3549.608877,1.07E-13,0.0101091,3.36E+13,1.41E+28,3.70E+01
3549.608785,9.31E-14,0.00862014,3.87E+13,1.88E+28,4.92E+01
3549.184325,8.09E-14,0.00910262,4.45E+13,2.49E+28,6.50E+01
3549.048911,8.45E-14,0.00976107,4.26E+13,2.28E+28,5.96E+01
3548.935849,1.11E-13,0.0110353,3.24E+13,1.32E+28,3.45E+01
3548.83486,9.34E-14,0.0093435,3.85E+13,1.87E+28,4.88E+01
3548.810158,7.88E-14,0.0107112,4.57E+13,2.62E+28,6.85E+01
3548.65075,9.34E-14,0.00772713,3.85E+13,1.87E+28,4.88E+01
3548.566978,1.14E-13,0.0105615,3.16E+13,1.26E+28,3.29E+01
3548.55496,9.95E-14,0.00895504,3.62E+13,1.65E+28,4.30E+01
3548.490081,1.10E-13,0.0104727,3.27E+13,1.35E+28,3.52E+01
3548.486943,1.07E-13,0.00912759,3.36E+13,1.42E+28,3.70E+01
3548.475295,1.02E-13,0.0104433,3.53E+13,1.55E+28,4.06E+01
3547.2789,8.51E-14,0.00976153,4.23E+13,2.25E+28,5.88E+01
3547.080134,8.04E-14,0.00974997,4.48E+13,2.52E+28,6.59E+01
3546.006247,9.20E-14,0.0116151,3.91E+13,1.92E+28,5.03E+01
3545.393753,8.61E-14,0.0118467,4.18E+13,2.20E+28,5.74E+01
3544.97327,7.13E-14,0.00961905,5.05E+13,3.20E+28,8.38E+01
3544.693236,8.04E-14,0.0104415,4.48E+13,2.52E+28,6.59E+01
3543.825646,9.10E-14,0.0109061,3.96E+13,1.97E+28,5.14E+01
3538.907719,9.46E-14,0.0108789,3.81E+13,1.82E+28,4.75E+01
3538.066376,8.22E-14,0.00858995,4.38E+13,2.41E+28,6.30E+01
3538.023328,7.58E-14,0.0110592,4.75E+13,2.83E+28,7.40E+01
3537.969099,7.98E-14,0.0094446,4.51E+13,2.56E+28,6.68E+01
3537.922571,7.76E-14,0.00982008,4.64E+13,2.70E+28,7.06E+01
3536.404613,8.04E-14,0.00912971,4.48E+13,2.52E+28,6.58E+01
3535.691753,7.84E-14,0.0108824,4.59E+13,2.65E+28,6.93E+01
3534.964169,9.33E-14,0.0103855,3.86E+13,1.87E+28,4.89E+01
3534.882401,8.89E-14,0.0113487,4.05E+13,2.06E+28,5.39E+01
3532.821204,7.06E-14,0.0103224,5.10E+13,3.27E+28,8.54E+01
3532.197435,8.94E-14,0.0113256,4.03E+13,2.04E+28,5.32E+01
3532.195953,7.46E-14,0.0101938,4.83E+13,2.93E+28,7.65E+01
3532.19433,9.21E-14,0.0105476,3.91E+13,1.92E+28,5.02E+01
3532.188844,7.87E-14,0.00931244,4.57E+13,2.63E+28,6.88E+01
3531.611984,7.00E-14,0.0109253,5.14E+13,3.32E+28,8.68E+01
3531.563208,8.53E-14,0.00766558,4.22E+13,2.24E+28,5.85E+01
3531.001465,7.23E-14,0.0101672,4.98E+13,3.12E+28,8.15E+01
3530.93578,9.41E-14,0.0104318,3.83E+13,1.84E+28,4.81E+01
3530.341674,8.43E-14,0.0108149,4.27E+13,2.29E+28,5.99E+01
3530.217377,4.40E-14,0.00943027,8.18E+13,8.42E+28,2.20E+02
3529.725067,8.61E-14,0.0100557,4.18E+13,2.19E+28,5.74E+01
3529.722102,9.12E-14,0.0109811,3.95E+13,1.96E+28,5.11E+01
3529.23886,7.73E-14,0.00822385,4.66E+13,2.73E+28,7.12E+01
3528.203027,8.57E-14,0.0103369,4.20E+13,2.22E+28,5.80E+01
3527.137183,7.31E-14,0.00958775,4.92E+13,3.05E+28,7.97E+01
3526.22921,7.76E-14,0.0106416,4.64E+13,2.70E+28,7.06E+01
3526.072162,6.22E-14,0.0124712,5.79E+13,4.21E+28,1.10E+02
3525.47659,7.82E-14,0.00984507,4.60E+13,2.67E+28,6.97E+01
3524.680171,8.21E-14,0.00979296,4.38E+13,2.42E+28,6.32E+01
3523.570619,8.35E-14,0.0107107,4.31E+13,2.33E+28,6.10E+01
3520.559526,1.03E-13,0.0110531,3.50E+13,1.52E+28,3.98E+01
3519.669494,7.95E-14,0.00882341,4.53E+13,2.58E+28,6.74E+01
3518.701039,7.26E-14,0.0113514,4.96E+13,3.09E+28,8.08E+01
3518.36963,9.31E-14,0.0112784,3.87E+13,1.88E+28,4.91E+01
3517.854468,7.16E-14,0.00840855,5.03E+13,3.18E+28,8.30E+01
3517.813074,8.35E-14,0.0108052,4.31E+13,2.34E+28,6.11E+01
3517.805751,7.51E-14,0.0121316,4.79E+13,2.89E+28,7.55E+01
3514.12968,6.51E-14,0.00923279,5.53E+13,3.84E+28,1.00E+02
3495.258144,2.13E-14,0.0094093,1.69E+14,3.57E+29,9.34E+02
3494.263298,7.92E-14,0.00958073,4.55E+13,2.59E+28,6.78E+01
3494.258341,9.21E-14,0.0115338,3.91E+13,1.92E+28,5.02E+01
3494.258159,7.96E-14,0.0103926,4.52E+13,2.57E+28,6.72E+01
3493.456994,8.43E-14,0.00964512,4.27E+13,2.29E+28,5.99E+01
3492.775278,7.23E-14,0.00969159,4.98E+13,3.11E+28,8.14E+01
